ko	Genes
ko:K05658	Tco_002014
ko:K05658	Tco_002017
ko:K05658	Tco_002018
ko:K05658	Tco_002019
ko:K05658	Tco_002020
ko:K05658	Tco_002021
ko:K05658	Tco_002022
ko:K05658	Tco_002023
ko:K05658	Tco_002025
ko:K05658	Tco_002027
ko:K05658	Tco_002028
ko:K05658	Tco_002029
ko:K05658	Tco_002030
ko:K05658	Tco_002032
ko:K05658	Tco_002033
ko:K05658	Tco_002034
ko:K02735	Tco_002039
ko:K20315	Tco_002040
ko:K01880	Tco_002041
ko:K21971	Tco_002042
ko:K03066	Tco_002044
ko:K08041	Tco_002045
ko:K15129	Tco_002049
ko:K02519	Tco_002050
ko:K06070	Tco_002051
ko:K07583	Tco_002054
ko:K12231	Tco_002055
ko:K17920	Tco_002059
ko:K17496	Tco_002060
ko:K18740	Tco_002061
ko:K12655	Tco_002062
ko:K12584	Tco_002064
ko:K19874	Tco_002070
ko:K18066	Tco_002071
ko:K08798	Tco_002073
ko:K04739	Tco_002074
ko:K10876	Tco_002078
ko:K11789	Tco_002082
ko:K10364	Tco_002083
ko:K07897	Tco_002091
ko:K13094	Tco_002092
ko:K13094	Tco_002093
ko:K14960	Tco_002097
ko:K05273	Tco_002098
ko:K15425	Tco_002099
ko:K09409	Tco_002101
ko:K17065	Tco_002104
ko:K00718	Tco_002105
ko:K00718	Tco_002106
ko:K00718	Tco_002107
ko:K00718	Tco_002108
ko:K00718	Tco_002109
ko:K00718	Tco_002110
ko:K00718	Tco_002111
ko:K00718	Tco_002112
ko:K09671	Tco_002113
ko:K11351	Tco_002114
ko:K05034	Tco_002119
ko:K01875	Tco_002122
ko:K02905	Tco_002123
ko:K16815	Tco_002124
ko:K21052	Tco_002125
ko:K00605	Tco_002129
ko:K10445	Tco_002130
ko:K21644	Tco_002131
ko:K16781	Tco_002132
ko:K17083	Tco_002133
ko:K10745	Tco_002134
ko:K16686	Tco_002136
ko:K19984	Tco_002138
ko:K19326	Tco_002140
ko:K06100	Tco_002141
ko:K07442	Tco_002144
ko:K17576	Tco_002145
ko:K10389	Tco_002148
ko:K14997	Tco_002149
ko:K16860	Tco_002151
ko:K18160	Tco_002151
ko:K16860	Tco_002152
ko:K18160	Tco_002152
ko:K17543	Tco_002159
ko:K00699	Tco_002165
ko:K04628	Tco_002165
ko:K00699	Tco_002166
ko:K04628	Tco_002166
ko:K00699	Tco_002169
ko:K04628	Tco_002169
ko:K00699	Tco_002170
ko:K04628	Tco_002170
ko:K04739	Tco_002173
ko:K05724	Tco_002174
ko:K01889	Tco_002176
ko:K08802	Tco_002178
ko:K07414	Tco_002181
ko:K07418	Tco_002181
ko:K07419	Tco_002181
ko:K07422	Tco_002181
ko:K00121	Tco_002183
ko:K01251	Tco_002185
ko:K10428	Tco_002187
ko:K11831	Tco_002189
ko:K06767	Tco_002191
ko:K06768	Tco_002191
ko:K16353	Tco_002191
ko:K14965	Tco_002194
ko:K06767	Tco_002195
ko:K06768	Tco_002195
ko:K16353	Tco_002195
ko:K14965	Tco_002196
ko:K06767	Tco_002197
ko:K06768	Tco_002197
ko:K16353	Tco_002197
ko:K06767	Tco_002198
ko:K14965	Tco_002200
ko:K17966	Tco_002202
ko:K21436	Tco_002203
ko:K09552	Tco_002204
ko:K04445	Tco_002207
ko:K19511	Tco_002217
ko:K03949	Tco_002218
ko:K19410	Tco_002219
ko:K00477	Tco_002220
ko:K18078	Tco_002222
ko:K18078	Tco_002223
ko:K14388	Tco_002225
ko:K13109	Tco_002229
ko:K01468	Tco_002231
ko:K14388	Tco_002232
ko:K04513	Tco_002233
ko:K04450	Tco_002235
ko:K14157	Tco_002236
ko:K19933	Tco_002238
ko:K09189	Tco_002239
ko:K13985	Tco_002240
ko:K16482	Tco_002242
ko:K04459	Tco_002243
ko:K00289	Tco_002245
ko:K08175	Tco_002246
ko:K14688	Tco_002246
ko:K16667	Tco_002250
ko:K15199	Tco_002251
ko:K10891	Tco_002252
ko:K12733	Tco_002255
ko:K15901	Tco_002256
ko:K01691	Tco_002257
ko:K06134	Tco_002258
ko:K09496	Tco_002261
ko:K08585	Tco_002262
ko:K08585	Tco_002263
ko:K04225	Tco_002266
ko:K04225	Tco_002268
ko:K09524	Tco_002271
ko:K15442	Tco_002273
ko:K02177	Tco_002277
ko:K17554	Tco_002277
ko:K07930	Tco_002283
ko:K01515	Tco_002284
ko:K13987	Tco_002284
ko:K20292	Tco_002286
ko:K08621	Tco_002287
ko:K08624	Tco_002287
ko:K09609	Tco_002287
ko:K11348	Tco_002288
ko:K20820	Tco_002289
ko:K00966	Tco_002291
ko:K04441	Tco_002292
ko:K13983	Tco_002293
ko:K18422	Tco_002293
ko:K18432	Tco_002293
ko:K16455	Tco_002294
ko:K08851	Tco_002297
ko:K10260	Tco_002297
ko:K19656	Tco_002299
ko:K08585	Tco_002301
ko:K08585	Tco_002302
ko:K02325	Tco_002303
ko:K00654	Tco_002304
ko:K00654	Tco_002305
ko:K15791	Tco_002306
ko:K00654	Tco_002307
ko:K20721	Tco_002308
ko:K00649	Tco_002309
ko:K17916	Tco_002310
ko:K14837	Tco_002311
ko:K07874	Tco_002312
ko:K19195	Tco_002312
ko:K12476	Tco_002314
ko:K12483	Tco_002314
ko:K04512	Tco_002315
ko:K01301	Tco_002318
ko:K03131	Tco_002319
ko:K03509	Tco_002320
ko:K00710	Tco_002321
ko:K09254	Tco_002323
ko:K00573	Tco_002327
ko:K17555	Tco_002329
ko:K17231	Tco_002330
ko:K19196	Tco_002332
ko:K06268	Tco_002334
ko:K03233	Tco_002335
ko:K18826	Tco_002338
ko:K19941	Tco_002348
ko:K16866	Tco_002349
ko:K19941	Tco_002354
ko:K08807	Tco_002361
ko:K10271	Tco_002365
ko:K00699	Tco_002382
ko:K10401	Tco_002385
ko:K14388	Tco_002386
ko:K15687	Tco_002392
ko:K09675	Tco_002398
ko:K01886	Tco_002401
ko:K00472	Tco_002403
ko:K08736	Tco_002407
ko:K08736	Tco_002408
ko:K06483	Tco_002415
ko:K06585	Tco_002415
ko:K16599	Tco_002420
ko:K17704	Tco_002422
ko:K07831	Tco_002423
ko:K06698	Tco_002426
ko:K15186	Tco_002427
ko:K00747	Tco_002428
ko:K03419	Tco_002428
ko:K20813	Tco_002429
ko:K00472	Tco_002431
ko:K05720	Tco_002432
ko:K00477	Tco_002435
ko:K16586	Tco_002436
ko:K13984	Tco_002439
ko:K00485	Tco_002440
ko:K00485	Tco_002441
ko:K00485	Tco_002443
ko:K08150	Tco_002445
ko:K07526	Tco_002447
ko:K05410	Tco_002448
ko:K05410	Tco_002449
ko:K19029	Tco_002450
ko:K00414	Tco_002451
ko:K17732	Tco_002451
ko:K08337	Tco_002453
ko:K04851	Tco_002459
ko:K04851	Tco_002460
ko:K04851	Tco_002461
ko:K12611	Tco_002462
ko:K16344	Tco_002463
ko:K11138	Tco_002464
ko:K11847	Tco_002464
ko:K10812	Tco_002467
ko:K10812	Tco_002470
ko:K04860	Tco_002474
ko:K04861	Tco_002474
ko:K04860	Tco_002475
ko:K04861	Tco_002475
ko:K06252	Tco_002476
ko:K13154	Tco_002480
ko:K01054	Tco_002481
ko:K04600	Tco_002482
ko:K18739	Tco_002483
ko:K10592	Tco_002484
ko:K00472	Tco_002488
ko:K09487	Tco_002489
ko:K00718	Tco_002490
ko:K05747	Tco_002493
ko:K18741	Tco_002495
ko:K18760	Tco_002495
ko:K08776	Tco_002497
ko:K21841	Tco_002498
ko:K08439	Tco_002501
ko:K10408	Tco_002502
ko:K19863	Tco_002504
ko:K01968	Tco_002505
ko:K15131	Tco_002507
ko:K17506	Tco_002508
ko:K10744	Tco_002509
ko:K00657	Tco_002510
ko:K18086	Tco_002511
ko:K21027	Tco_002512
ko:K11468	Tco_002513
ko:K11469	Tco_002513
ko:K14538	Tco_002517
ko:K17807	Tco_002523
ko:K21121	Tco_002523
ko:K10887	Tco_002524
ko:K10104	Tco_002527
ko:K00718	Tco_002533
ko:K04376	Tco_002534
ko:K09430	Tco_002534
ko:K20285	Tco_002538
ko:K20067	Tco_002542
ko:K15028	Tco_002545
ko:K03099	Tco_002546
ko:K08493	Tco_002547
ko:K22197	Tco_002549
ko:K05119	Tco_002550
ko:K04703	Tco_002552
ko:K01082	Tco_002553
ko:K08876	Tco_002554
ko:K08870	Tco_002555
ko:K17267	Tco_002560
ko:K07955	Tco_002561
ko:K20791	Tco_002563
ko:K05752	Tco_002564
ko:K18669	Tco_002566
ko:K01275	Tco_002567
ko:K04353	Tco_002568
ko:K12169	Tco_002572
ko:K14800	Tco_002575
ko:K11969	Tco_002576
ko:K08333	Tco_002578
ko:K09645	Tco_002580
ko:K17086	Tco_002580
ko:K02295	Tco_002581
ko:K01885	Tco_002582
ko:K01885	Tco_002583
ko:K08810	Tco_002585
ko:K08810	Tco_002586
ko:K15048	Tco_002586
ko:K20690	Tco_002586
ko:K20463	Tco_002588
ko:K00657	Tco_002589
ko:K00657	Tco_002590
ko:K00657	Tco_002592
ko:K12179	Tco_002594
ko:K13861	Tco_002596
ko:K09517	Tco_002600
ko:K01064	Tco_002601
ko:K01357	Tco_002601
ko:K00445	Tco_002602
ko:K03209	Tco_002603
ko:K09533	Tco_002605
ko:K06640	Tco_002606
ko:K11674	Tco_002608
ko:K00966	Tco_002610
ko:K14000	Tco_002610
ko:K04699	Tco_002611
ko:K14565	Tco_002612
ko:K08469	Tco_002613
ko:K02976	Tco_002615
ko:K04361	Tco_002616
ko:K08334	Tco_002617
ko:K03377	Tco_002618
ko:K01900	Tco_002619
ko:K08678	Tco_002620
ko:K08675	Tco_002621
ko:K06675	Tco_002622
ko:K01966	Tco_002624
ko:K18203	Tco_002625
ko:K18157	Tco_002628
ko:K12076	Tco_002632
ko:K13649	Tco_002633
ko:K13871	Tco_002634
ko:K13871	Tco_002635
ko:K17784	Tco_002636
ko:K08527	Tco_002640
ko:K08528	Tco_002640
ko:K08529	Tco_002640
ko:K08527	Tco_002641
ko:K08528	Tco_002641
ko:K08529	Tco_002641
ko:K03113	Tco_002644
ko:K18763	Tco_002645
ko:K00942	Tco_002647
ko:K21844	Tco_002648
ko:K08740	Tco_002649
ko:K14415	Tco_002649
ko:K08110	Tco_002650
ko:K08112	Tco_002650
ko:K16330	Tco_002650
ko:K13131	Tco_002651
ko:K13131	Tco_002652
ko:K19584	Tco_002653
ko:K09523	Tco_002654
ko:K16470	Tco_002655
ko:K04255	Tco_002656
ko:K13802	Tco_002656
ko:K14258	Tco_002660
ko:K08145	Tco_002661
ko:K03504	Tco_002662
ko:K18328	Tco_002663
ko:K01064	Tco_002666
ko:K17398	Tco_002667
ko:K17399	Tco_002667
ko:K11810	Tco_002671
ko:K11810	Tco_002673
ko:K11810	Tco_002674
ko:K09267	Tco_002677
ko:K09267	Tco_002680
ko:K16796	Tco_002680
ko:K05093	Tco_002681
ko:K13338	Tco_002681
ko:K05128	Tco_002682
ko:K05128	Tco_002683
ko:K01206	Tco_002685
ko:K09660	Tco_002688
ko:K09660	Tco_002690
ko:K09267	Tco_002692
ko:K16796	Tco_002692
ko:K11457	Tco_002694
ko:K11458	Tco_002694
ko:K01873	Tco_002696
ko:K20069	Tco_002698
ko:K12670	Tco_002699
ko:K19464	Tco_002700
ko:K20403	Tco_002702
ko:K10392	Tco_002703
ko:K18595	Tco_002704
ko:K15264	Tco_002705
ko:K20179	Tco_002707
ko:K11643	Tco_002710
ko:K13251	Tco_002712
ko:K15190	Tco_002714
ko:K02183	Tco_002715
ko:K17617	Tco_002721
ko:K13148	Tco_002725
ko:K10908	Tco_002726
ko:K16310	Tco_002726
ko:K14442	Tco_002727
ko:K03260	Tco_002730
ko:K20824	Tco_002733
ko:K09276	Tco_002734
ko:K03263	Tco_002735
ko:K13343	Tco_002739
ko:K07293	Tco_002740
ko:K04393	Tco_002741
ko:K14833	Tco_002742
ko:K12307	Tco_002751
ko:K12180	Tco_002752
ko:K03961	Tco_002756
ko:K13758	Tco_002757
ko:K00797	Tco_002758
ko:K13515	Tco_002760
ko:K18204	Tco_002761
ko:K13342	Tco_002763
ko:K20915	Tco_002763
ko:K06255	Tco_002767
ko:K06255	Tco_002769
ko:K01823	Tco_002776
ko:K03134	Tco_002776
ko:K05022	Tco_002777
ko:K12618	Tco_002778
ko:K12946	Tco_002779
ko:K19527	Tco_002781
ko:K19527	Tco_002782
ko:K19527	Tco_002783
ko:K10392	Tco_002786
ko:K10392	Tco_002787
ko:K00858	Tco_002792
ko:K21403	Tco_002794
ko:K01191	Tco_002795
ko:K01191	Tco_002797
ko:K04657	Tco_002800
ko:K09381	Tco_002803
ko:K03142	Tco_002806
ko:K19501	Tco_002808
ko:K07565	Tco_002809
ko:K03372	Tco_002810
ko:K21410	Tco_002813
ko:K01951	Tco_002814
ko:K08252	Tco_002821
ko:K08886	Tco_002821
ko:K13346	Tco_002822
ko:K06158	Tco_002823
ko:K00033	Tco_002826
ko:K08850	Tco_002827
ko:K17401	Tco_002829
ko:K00134	Tco_002830
ko:K15104	Tco_002831
ko:K05687	Tco_002832
ko:K09403	Tco_002833
ko:K18730	Tco_002834
ko:K10252	Tco_002835
ko:K10252	Tco_002838
ko:K15117	Tco_002840
ko:K15348	Tco_002840
ko:K10776	Tco_002843
ko:K16830	Tco_002846
ko:K06054	Tco_002848
ko:K06030	Tco_002849
ko:K11511	Tco_002850
ko:K07299	Tco_002851
ko:K15116	Tco_002853
ko:K17500	Tco_002855
ko:K17500	Tco_002856
ko:K06054	Tco_002861
ko:K09089	Tco_002861
ko:K04261	Tco_002862
ko:K09090	Tco_002863
ko:K09090	Tco_002865
ko:K09090	Tco_002867
ko:K09090	Tco_002868
ko:K09090	Tco_002871
ko:K07525	Tco_002879
ko:K07525	Tco_002881
ko:K07819	Tco_002885
ko:K01489	Tco_002886
ko:K12275	Tco_002891
ko:K14835	Tco_002892
ko:K12860	Tco_002893
ko:K12585	Tco_002895
ko:K18758	Tco_002895
ko:K04398	Tco_002896
ko:K04399	Tco_002896
ko:K03845	Tco_002909
ko:K05011	Tco_002912
ko:K11885	Tco_002913
ko:K11341	Tco_002914
ko:K11997	Tco_002916
ko:K09381	Tco_002918
ko:K22329	Tco_002920
ko:K01890	Tco_002926
ko:K04611	Tco_002927
ko:K02738	Tco_002932
ko:K21596	Tco_002934
ko:K09531	Tco_002941
ko:K22410	Tco_002947
ko:K01415	Tco_002953
ko:K04611	Tco_002958
ko:K04611	Tco_002970
ko:K04611	Tco_002971
ko:K05110	Tco_002973
ko:K06054	Tco_002989
ko:K09090	Tco_002989
ko:K00922	Tco_003002
ko:K01763	Tco_003003
ko:K11858	Tco_003004
ko:K07951	Tco_003029
ko:K12831	Tco_003029
ko:K15717	Tco_003030
ko:K10365	Tco_003032
ko:K06069	Tco_003033
ko:K18499	Tco_003034
ko:K20726	Tco_003037
ko:K20190	Tco_003040
ko:K17081	Tco_003041
ko:K02353	Tco_003042
ko:K13346	Tco_003043
ko:K03283	Tco_003046
ko:K03164	Tco_003048
ko:K11810	Tco_003058
ko:K11810	Tco_003059
ko:K08635	Tco_003061
ko:K17908	Tco_003072
ko:K13865	Tco_003076
ko:K11430	Tco_003077
ko:K00294	Tco_003078
ko:K08220	Tco_003080
ko:K06254	Tco_003082
ko:K06254	Tco_003086
ko:K06254	Tco_003087
ko:K06254	Tco_003095
ko:K00235	Tco_003099
ko:K16469	Tco_003106
ko:K06664	Tco_003107
ko:K14442	Tco_003110
ko:K14951	Tco_003114
ko:K01197	Tco_003115
ko:K19558	Tco_003115
ko:K00587	Tco_003116
ko:K17700	Tco_003120
ko:K17700	Tco_003121
ko:K04555	Tco_003125
ko:K17574	Tco_003128
ko:K12272	Tco_003134
ko:K08818	Tco_003138
ko:K11836	Tco_003139
ko:K17681	Tco_003140
ko:K02633	Tco_003141
ko:K05543	Tco_003144
ko:K14429	Tco_003145
ko:K20351	Tco_003146
ko:K10645	Tco_003147
ko:K17428	Tco_003148
ko:K04883	Tco_003149
ko:K03164	Tco_003152
ko:K00922	Tco_003154
ko:K09405	Tco_003164
ko:K17302	Tco_003165
ko:K19986	Tco_003169
ko:K04451	Tco_003170
ko:K10148	Tco_003170
ko:K10149	Tco_003170
ko:K13356	Tco_003174
ko:K13356	Tco_003175
ko:K13356	Tco_003178
ko:K19977	Tco_003184
ko:K19977	Tco_003186
ko:K19977	Tco_003187
ko:K06716	Tco_003188
ko:K06717	Tco_003188
ko:K19977	Tco_003188
ko:K19977	Tco_003189
ko:K19980	Tco_003189
ko:K03283	Tco_003190
ko:K00698	Tco_003195
ko:K03174	Tco_003201
ko:K03174	Tco_003202
ko:K08776	Tco_003203
ko:K13755	Tco_003206
ko:K18437	Tco_003206
ko:K03174	Tco_003218
ko:K09849	Tco_003230
ko:K12567	Tco_003233
ko:K12567	Tco_003235
ko:K15369	Tco_003244
ko:K15369	Tco_003250
ko:K00472	Tco_003257
ko:K00472	Tco_003258
ko:K07763	Tco_003259
ko:K08111	Tco_003260
ko:K17822	Tco_003261
ko:K03174	Tco_003264
ko:K03174	Tco_003271
ko:K09849	Tco_003272
ko:K18626	Tco_003274
ko:K11338	Tco_003284
ko:K13125	Tco_003285
ko:K03094	Tco_003287
ko:K06972	Tco_003290
ko:K20175	Tco_003290
ko:K20161	Tco_003292
ko:K20366	Tco_003293
ko:K02900	Tco_003294
ko:K00249	Tco_003295
ko:K00249	Tco_003298
ko:K08701	Tco_003299
ko:K03283	Tco_003303
ko:K03283	Tco_003305
ko:K03283	Tco_003309
ko:K17531	Tco_003311
ko:K09228	Tco_003339
ko:K20796	Tco_003339
ko:K13356	Tco_003340
ko:K13356	Tco_003342
ko:K11433	Tco_003346
ko:K06560	Tco_003360
ko:K06560	Tco_003361
ko:K00471	Tco_003368
ko:K09377	Tco_003369
ko:K08376	Tco_003370
ko:K01201	Tco_003371
ko:K18743	Tco_003378
ko:K05206	Tco_003380
ko:K05207	Tco_003380
ko:K06460	Tco_003384
ko:K00907	Tco_003385
ko:K20689	Tco_003406
ko:K06084	Tco_003408
ko:K15437	Tco_003414
ko:K01908	Tco_003415
ko:K01883	Tco_003416
ko:K00560	Tco_003418
ko:K10405	Tco_003421
ko:K09668	Tco_003422
ko:K10838	Tco_003423
ko:K12896	Tco_003424
ko:K12892	Tco_003425
ko:K16480	Tco_003438
ko:K03351	Tco_003439
ko:K11434	Tco_003440
ko:K06560	Tco_003455
ko:K06560	Tco_003463
ko:K17513	Tco_003468
ko:K22244	Tco_003468
ko:K07427	Tco_003470
ko:K15001	Tco_003471
ko:K06537	Tco_003479
ko:K17353	Tco_003479
ko:K14521	Tco_003481
ko:K14521	Tco_003483
ko:K21956	Tco_003487
ko:K12859	Tco_003489
ko:K17960	Tco_003492
ko:K17960	Tco_003503
ko:K18134	Tco_003504
ko:K07427	Tco_003518
ko:K15001	Tco_003518
ko:K15001	Tco_003521
ko:K07427	Tco_003522
ko:K15001	Tco_003522
ko:K15001	Tco_003523
ko:K07427	Tco_003524
ko:K15001	Tco_003524
ko:K15001	Tco_003525
ko:K07427	Tco_003526
ko:K15001	Tco_003526
ko:K15001	Tco_003528
ko:K07427	Tco_003529
ko:K15001	Tco_003529
ko:K07427	Tco_003530
ko:K15001	Tco_003530
ko:K07427	Tco_003531
ko:K15001	Tco_003531
ko:K07427	Tco_003532
ko:K15001	Tco_003532
ko:K07427	Tco_003534
ko:K15001	Tco_003534
ko:K17953	Tco_003534
ko:K18134	Tco_003537
ko:K06537	Tco_003542
ko:K17353	Tco_003542
ko:K21773	Tco_003544
ko:K08399	Tco_003550
ko:K14295	Tco_003551
ko:K11824	Tco_003554
ko:K20123	Tco_003556
ko:K11434	Tco_003559
ko:K15193	Tco_003561
ko:K07855	Tco_003562
ko:K13421	Tco_003565
ko:K17350	Tco_003566
ko:K03283	Tco_003567
ko:K13356	Tco_003579
ko:K13356	Tco_003580
ko:K13356	Tco_003581
ko:K13356	Tco_003587
ko:K13356	Tco_003593
ko:K13356	Tco_003594
ko:K10892	Tco_003599
ko:K11490	Tco_003600
ko:K20223	Tco_003608
ko:K10579	Tco_003609
ko:K10770	Tco_003610
ko:K02953	Tco_003613
ko:K22285	Tco_003619
ko:K17808	Tco_003634
ko:K18085	Tco_003643
ko:K18266	Tco_003659
ko:K13912	Tco_003660
ko:K13988	Tco_003662
ko:K15278	Tco_003672
ko:K12351	Tco_003673
ko:K04851	Tco_003681
ko:K10357	Tco_003684
ko:K12567	Tco_003685
ko:K17700	Tco_003691
ko:K20181	Tco_003693
ko:K11143	Tco_003694
ko:K06158	Tco_003695
ko:K13346	Tco_003696
ko:K03068	Tco_003702
ko:K22329	Tco_003705
ko:K01077	Tco_003711
ko:K15009	Tco_003713
ko:K15290	Tco_003715
ko:K16779	Tco_003716
ko:K18484	Tco_003718
ko:K19912	Tco_003719
ko:K17198	Tco_003720
ko:K14310	Tco_003722
ko:K02377	Tco_003723
ko:K07890	Tco_003725
ko:K20168	Tco_003726
ko:K12605	Tco_003728
ko:K15103	Tco_003732
ko:K00699	Tco_003734
ko:K04628	Tco_003734
ko:K20411	Tco_003735
ko:K06632	Tco_003737
ko:K15004	Tco_003738
ko:K17960	Tco_003738
ko:K02367	Tco_003740
ko:K06275	Tco_003741
ko:K10706	Tco_003742
ko:K02888	Tco_003743
ko:K09391	Tco_003744
ko:K03964	Tco_003745
ko:K13137	Tco_003746
ko:K17301	Tco_003747
ko:K01201	Tco_003749
ko:K09448	Tco_003749
ko:K06275	Tco_003750
ko:K17427	Tco_003751
ko:K11136	Tco_003752
ko:K19483	Tco_003752
ko:K00500	Tco_003753
ko:K15290	Tco_003754
ko:K19910	Tco_003754
ko:K14791	Tco_003755
ko:K15500	Tco_003757
ko:K15501	Tco_003757
ko:K21991	Tco_003759
ko:K17914	Tco_003760
ko:K13126	Tco_003761
ko:K08737	Tco_003763
ko:K12350	Tco_003764
ko:K12350	Tco_003765
ko:K00234	Tco_003766
ko:K16609	Tco_003770
ko:K19674	Tco_003771
ko:K16172	Tco_003773
ko:K03873	Tco_003775
ko:K12385	Tco_003779
ko:K19526	Tco_003780
ko:K14428	Tco_003785
ko:K17930	Tco_003787
ko:K12857	Tco_003788
ko:K11656	Tco_003789
ko:K10885	Tco_003790
ko:K09183	Tco_003791
ko:K09183	Tco_003793
ko:K17894	Tco_003793
ko:K17897	Tco_003793
ko:K09183	Tco_003795
ko:K09493	Tco_003797
ko:K04930	Tco_003798
ko:K08471	Tco_003808
ko:K08471	Tco_003809
ko:K08471	Tco_003811
ko:K08471	Tco_003813
ko:K08471	Tco_003816
ko:K08471	Tco_003817
ko:K17493	Tco_003818
ko:K00031	Tco_003821
ko:K00323	Tco_003823
ko:K04887	Tco_003825
ko:K04887	Tco_003827
ko:K04887	Tco_003829
ko:K19754	Tco_003833
ko:K01050	Tco_003834
ko:K01063	Tco_003834
ko:K13696	Tco_003843
ko:K20639	Tco_003845
ko:K20639	Tco_003846
ko:K02868	Tco_003848
ko:K02868	Tco_003849
ko:K00933	Tco_003852
ko:K00934	Tco_003852
ko:K17929	Tco_003855
ko:K16621	Tco_003858
ko:K01768	Tco_003860
ko:K08043	Tco_003860
ko:K01768	Tco_003861
ko:K08043	Tco_003861
ko:K20125	Tco_003864
ko:K05313	Tco_003869
ko:K22204	Tco_003870
ko:K19910	Tco_003878
ko:K07213	Tco_003879
ko:K20819	Tco_003890
ko:K13221	Tco_003895
ko:K15979	Tco_003895
ko:K00901	Tco_003896
ko:K14553	Tco_003902
ko:K00940	Tco_003903
ko:K10408	Tco_003904
ko:K12384	Tco_003905
ko:K13885	Tco_003905
ko:K14073	Tco_003908
ko:K14075	Tco_003908
ko:K16482	Tco_003909
ko:K18404	Tco_003909
ko:K04498	Tco_003914
ko:K04498	Tco_003915
ko:K04498	Tco_003916
ko:K04498	Tco_003917
ko:K08049	Tco_003918
ko:K05175	Tco_003921
ko:K05175	Tco_003922
ko:K05175	Tco_003924
ko:K05181	Tco_003925
ko:K05181	Tco_003926
ko:K05175	Tco_003928
ko:K05175	Tco_003930
ko:K05175	Tco_003931
ko:K05181	Tco_003932
ko:K05181	Tco_003933
ko:K05175	Tco_003934
ko:K05181	Tco_003936
ko:K01444	Tco_003943
ko:K12319	Tco_003944
ko:K17479	Tco_003944
ko:K05665	Tco_003945
ko:K05665	Tco_003946
ko:K16329	Tco_003948
ko:K16330	Tco_003948
ko:K17263	Tco_003952
ko:K14302	Tco_003953
ko:K02892	Tco_003954
ko:K22204	Tco_003956
ko:K02503	Tco_003957
ko:K20164	Tco_003958
ko:K00616	Tco_003961
ko:K11662	Tco_003962
ko:K02127	Tco_003968
ko:K07830	Tco_003969
ko:K07830	Tco_003970
ko:K04434	Tco_003971
ko:K00502	Tco_003972
ko:K00502	Tco_003973
ko:K10626	Tco_003975
ko:K00825	Tco_003976
ko:K11097	Tco_003977
ko:K01052	Tco_003981
ko:K01052	Tco_003982
ko:K01052	Tco_003983
ko:K01052	Tco_003985
ko:K01052	Tco_003986
ko:K01052	Tco_003990
ko:K01052	Tco_003991
ko:K01052	Tco_003992
ko:K01052	Tco_003993
ko:K01052	Tco_003994
ko:K01052	Tco_003995
ko:K01052	Tco_003996
ko:K01052	Tco_003997
ko:K01052	Tco_003998
ko:K01052	Tco_003999
ko:K01052	Tco_004000
ko:K01052	Tco_004001
ko:K01052	Tco_004002
ko:K01052	Tco_004003
ko:K01052	Tco_004004
ko:K18849	Tco_004005
ko:K17413	Tco_004006
ko:K18470	Tco_004008
ko:K14821	Tco_004009
ko:K11765	Tco_004010
ko:K09993	Tco_004013
ko:K05313	Tco_004016
ko:K12302	Tco_004020
ko:K17198	Tco_004021
ko:K00128	Tco_004026
ko:K06643	Tco_004027
ko:K01109	Tco_004029
ko:K14634	Tco_004032
ko:K08765	Tco_004033
ko:K04459	Tco_004035
ko:K20216	Tco_004035
ko:K05694	Tco_004037
ko:K12617	Tco_004039
ko:K12384	Tco_004041
ko:K13885	Tco_004041
ko:K03240	Tco_004044
ko:K00012	Tco_004045
ko:K07899	Tco_004046
ko:K07900	Tco_004046
ko:K14607	Tco_004049
ko:K06670	Tco_004053
ko:K20367	Tco_004055
ko:K08814	Tco_004059
ko:K03942	Tco_004062
ko:K10290	Tco_004063
ko:K01950	Tco_004065
ko:K02177	Tco_004066
ko:K13207	Tco_004066
ko:K02177	Tco_004067
ko:K14408	Tco_004073
ko:K15436	Tco_004074
ko:K18463	Tco_004075
ko:K02929	Tco_004076
ko:K07375	Tco_004079
ko:K05208	Tco_004092
ko:K03958	Tco_004093
ko:K01619	Tco_004095
ko:K09554	Tco_004096
ko:K01016	Tco_004097
ko:K10693	Tco_004107
ko:K09485	Tco_004108
ko:K08863	Tco_004109
ko:K14319	Tco_004111
ko:K14558	Tco_004112
ko:K06061	Tco_004113
ko:K06061	Tco_004115
ko:K06061	Tco_004117
ko:K09488	Tco_004118
ko:K02155	Tco_004119
ko:K06270	Tco_004120
ko:K05613	Tco_004122
ko:K05665	Tco_004123
ko:K13807	Tco_004135
ko:K10798	Tco_004137
ko:K01900	Tco_004139
ko:K11806	Tco_004140
ko:K19907	Tco_004143
ko:K01556	Tco_004150
ko:K00846	Tco_004151
ko:K20027	Tco_004152
ko:K00846	Tco_004155
ko:K16175	Tco_004157
ko:K01892	Tco_004163
ko:K21270	Tco_004176
ko:K21270	Tco_004177
ko:K21270	Tco_004179
ko:K21270	Tco_004180
ko:K09640	Tco_004184
ko:K01183	Tco_004186
ko:K16600	Tco_004187
ko:K00710	Tco_004189
ko:K00710	Tco_004192
ko:K10864	Tco_004193
ko:K01183	Tco_004195
ko:K05665	Tco_004197
ko:K01262	Tco_004198
ko:K05665	Tco_004199
ko:K19413	Tco_004201
ko:K02144	Tco_004203
ko:K04644	Tco_004205
ko:K04645	Tco_004205
