KOG	Genes
T	Tco_011037
S	Tco_011038
OU	Tco_011039
S	Tco_011040
K	Tco_011041
K	Tco_011042
U	Tco_011043
G	Tco_011045
C	Tco_011046
E	Tco_011047
A	Tco_011048
K	Tco_011056
I	Tco_011057
S	Tco_011059
J	Tco_011060
J	Tco_011061
J	Tco_011063
U	Tco_011064
S	Tco_011065
G	Tco_011066
S	Tco_011067
S	Tco_011070
K	Tco_011071
J	Tco_011072
U	Tco_011073
O	Tco_011074
O	Tco_011075
Q	Tco_011078
BT	Tco_011079
T	Tco_011087
T	Tco_011088
O	Tco_011101
U	Tco_011102
G	Tco_011103
T	Tco_011104
U	Tco_011105
O	Tco_011106
S	Tco_011107
A	Tco_011108
O	Tco_011109
O	Tco_011110
A	Tco_011113
A	Tco_011116
DV	Tco_011117
UY	Tco_011118
S	Tco_011119
I	Tco_011121
S	Tco_011122
A	Tco_011123
H	Tco_011124
S	Tco_011125
J	Tco_011126
Z	Tco_011127
T	Tco_011128
D	Tco_011131
S	Tco_011132
C	Tco_011133
S	Tco_011135
S	Tco_011136
I	Tco_011137
T	Tco_011140
O	Tco_011157
D	Tco_011158
C	Tco_011163
O	Tco_011164
O	Tco_011165
T	Tco_011166
S	Tco_011171
S	Tco_011172
S	Tco_011173
U	Tco_011174
UY	Tco_011203
K	Tco_011204
K	Tco_011208
EH	Tco_011209
B	Tco_011210
B	Tco_011211
B	Tco_011212
B	Tco_011213
B	Tco_011214
B	Tco_011215
K	Tco_011216
F	Tco_011217
S	Tco_011218
K	Tco_011219
S	Tco_011220
P	Tco_011221
C	Tco_011222
P	Tco_011223
P	Tco_011226
J	Tco_011228
T	Tco_011230
S	Tco_011231
T	Tco_011232
I	Tco_011233
I	Tco_011234
S	Tco_011235
I	Tco_011236
I	Tco_011238
K	Tco_011239
U	Tco_011241
S	Tco_011242
T	Tco_011243
H	Tco_011244
O	Tco_011245
B	Tco_011246
A	Tco_011247
S	Tco_011249
DL	Tco_011251
IM	Tco_011252
S	Tco_011257
U	Tco_011258
O	Tco_011261
K	Tco_011262
K	Tco_011263
T	Tco_011264
DT	Tco_011265
A	Tco_011269
CO	Tco_011285
T	Tco_011286
T	Tco_011287
U	Tco_011288
T	Tco_011289
J	Tco_011291
J	Tco_011292
H	Tco_011293
H	Tco_011294
H	Tco_011295
O	Tco_011297
F	Tco_011298
DO	Tco_011299
A	Tco_011300
A	Tco_011301
T	Tco_011303
T	Tco_011304
T	Tco_011306
T	Tco_011307
S	Tco_011308
S	Tco_011309
H	Tco_011310
H	Tco_011311
S	Tco_011312
P	Tco_011314
C	Tco_011315
O	Tco_011317
S	Tco_011318
O	Tco_011319
O	Tco_011320
K	Tco_011324
C	Tco_011325
S	Tco_011326
Z	Tco_011327
P	Tco_011328
D	Tco_011329
C	Tco_011330
C	Tco_011331
T	Tco_011332
K	Tco_011333
U	Tco_011334
O	Tco_011335
G	Tco_011336
O	Tco_011344
C	Tco_011347
W	Tco_011348
T	Tco_011349
TU	Tco_011350
S	Tco_011353
S	Tco_011354
S	Tco_011355
U	Tco_011356
U	Tco_011357
TU	Tco_011358
U	Tco_011359
K	Tco_011360
M	Tco_011361
S	Tco_011363
S	Tco_011364
S	Tco_011367
S	Tco_011368
T	Tco_011378
P	Tco_011383
L	Tco_011386
S	Tco_011387
O	Tco_011388
S	Tco_011389
I	Tco_011390
I	Tco_011391
W	Tco_011392
W	Tco_011393
S	Tco_011399
S	Tco_011400
D	Tco_011401
U	Tco_011402
OTU	Tco_011403
K	Tco_011404
C	Tco_011406
K	Tco_011407
O	Tco_011408
U	Tco_011409
S	Tco_011412
S	Tco_011414
S	Tco_011415
I	Tco_011416
I	Tco_011418
P	Tco_011419
P	Tco_011420
K	Tco_011429
E	Tco_011436
S	Tco_011437
S	Tco_011440
S	Tco_011441
S	Tco_011442
S	Tco_011443
S	Tco_011445
S	Tco_011447
V	Tco_011455
T	Tco_011456
A	Tco_011457
S	Tco_011458
L	Tco_011459
S	Tco_011460
KU	Tco_011461
O	Tco_011462
T	Tco_011463
T	Tco_011464
O	Tco_011466
K	Tco_011468
T	Tco_011469
U	Tco_011470
U	Tco_011471
L	Tco_011472
UY	Tco_011473
J	Tco_011474
O	Tco_011476
I	Tco_011477
F	Tco_011478
T	Tco_011479
S	Tco_011480
S	Tco_011481
S	Tco_011482
K	Tco_011484
O	Tco_011485
Z	Tco_011488
I	Tco_011489
L	Tco_011490
S	Tco_011491
S	Tco_011493
O	Tco_011494
O	Tco_011495
F	Tco_011496
P	Tco_011498
P	Tco_011504
S	Tco_011527
K	Tco_011537
W	Tco_011538
S	Tco_011540
Z	Tco_011541
S	Tco_011542
T	Tco_011548
J	Tco_011550
J	Tco_011551
O	Tco_011552
O	Tco_011553
T	Tco_011557
S	Tco_011558
S	Tco_011559
S	Tco_011560
M	Tco_011561
T	Tco_011562
S	Tco_011565
Q	Tco_011566
Q	Tco_011568
O	Tco_011574
O	Tco_011575
E	Tco_011576
J	Tco_011577
S	Tco_011578
S	Tco_011579
K	Tco_011580
K	Tco_011581
T	Tco_011585
Z	Tco_011586
D	Tco_011587
T	Tco_011588
C	Tco_011589
J	Tco_011590
U	Tco_011591
T	Tco_011595
T	Tco_011597
S	Tco_011598
C	Tco_011599
O	Tco_011600
C	Tco_011601
S	Tco_011602
O	Tco_011603
L	Tco_011604
E	Tco_011605
V	Tco_011606
PT	Tco_011609
PT	Tco_011610
U	Tco_011611
U	Tco_011612
J	Tco_011616
S	Tco_011617
P	Tco_011618
O	Tco_011619
O	Tco_011622
T	Tco_011623
BD	Tco_011624
L	Tco_011625
T	Tco_011628
Z	Tco_011630
S	Tco_011631
DKLT	Tco_011646
S	Tco_011647
L	Tco_011649
J	Tco_011651
Y	Tco_011652
O	Tco_011653
K	Tco_011654
K	Tco_011655
U	Tco_011656
S	Tco_011657
A	Tco_011661
S	Tco_011662
S	Tco_011663
Q	Tco_011664
S	Tco_011665
O	Tco_011666
T	Tco_011667
Z	Tco_011668
D	Tco_011669
S	Tco_011670
T	Tco_011671
A	Tco_011672
S	Tco_011673
TU	Tco_011674
TU	Tco_011675
S	Tco_011676
S	Tco_011677
S	Tco_011678
TW	Tco_011681
Q	Tco_011682
J	Tco_011685
S	Tco_011686
G	Tco_011687
S	Tco_011688
S	Tco_011691
T	Tco_011697
T	Tco_011698
S	Tco_011699
S	Tco_011700
O	Tco_011701
O	Tco_011703
J	Tco_011705
J	Tco_011706
O	Tco_011707
T	Tco_011708
T	Tco_011711
Z	Tco_011712
O	Tco_011713
Z	Tco_011714
Z	Tco_011716
Z	Tco_011717
O	Tco_011718
G	Tco_011719
S	Tco_011720
K	Tco_011722
K	Tco_011724
T	Tco_011730
Y	Tco_011731
UY	Tco_011733
G	Tco_011734
Z	Tco_011735
S	Tco_011736
S	Tco_011737
T	Tco_011738
AJ	Tco_011739
O	Tco_011741
K	Tco_011742
S	Tco_011743
S	Tco_011744
Z	Tco_011745
L	Tco_011746
UY	Tco_011747
O	Tco_011748
O	Tco_011749
G	Tco_011750
S	Tco_011751
K	Tco_011760
O	Tco_011764
O	Tco_011766
D	Tco_011767
S	Tco_011769
K	Tco_011770
Z	Tco_011783
S	Tco_011784
S	Tco_011785
Q	Tco_011786
T	Tco_011787
S	Tco_011788
S	Tco_011789
TV	Tco_011790
S	Tco_011792
O	Tco_011793
T	Tco_011794
S	Tco_011795
S	Tco_011796
A	Tco_011800
A	Tco_011801
E	Tco_011803
E	Tco_011806
K	Tco_011807
Z	Tco_011808
J	Tco_011809
Z	Tco_011810
G	Tco_011811
T	Tco_011812
O	Tco_011813
K	Tco_011814
K	Tco_011815
T	Tco_011816
T	Tco_011818
T	Tco_011819
P	Tco_011821
I	Tco_011822
O	Tco_011823
O	Tco_011824
S	Tco_011825
C	Tco_011826
T	Tco_011827
I	Tco_011829
S	Tco_011830
S	Tco_011831
O	Tco_011832
S	Tco_011833
S	Tco_011834
EPT	Tco_011839
T	Tco_011840
P	Tco_011842
K	Tco_011843
U	Tco_011844
J	Tco_011845
Q	Tco_011846
I	Tco_011847
S	Tco_011849
O	Tco_011850
K	Tco_011851
K	Tco_011852
Q	Tco_011853
Q	Tco_011854
Q	Tco_011855
C	Tco_011856
J	Tco_011857
T	Tco_011858
Z	Tco_011859
G	Tco_011860
OT	Tco_011861
J	Tco_011862
B	Tco_011863
E	Tco_011864
S	Tco_011865
U	Tco_011866
B	Tco_011868
S	Tco_011870
C	Tco_011871
T	Tco_011872
T	Tco_011874
T	Tco_011875
K	Tco_011878
S	Tco_011882
S	Tco_011883
B	Tco_011884
U	Tco_011885
T	Tco_011886
L	Tco_011887
T	Tco_011888
CU	Tco_011889
Z	Tco_011890
Z	Tco_011891
K	Tco_011891
JT	Tco_011892
S	Tco_011893
S	Tco_011894
L	Tco_011895
AV	Tco_011896
J	Tco_011897
T	Tco_011898
O	Tco_011900
G	Tco_011901
H	Tco_011902
I	Tco_011903
S	Tco_011905
O	Tco_011906
S	Tco_011907
K	Tco_011908
O	Tco_011909
U	Tco_011910
K	Tco_011911
S	Tco_011912
E	Tco_011913
C	Tco_011914
U	Tco_011915
E	Tco_011916
T	Tco_011919
M	Tco_011920
U	Tco_011921
S	Tco_011923
T	Tco_011924
D	Tco_011925
L	Tco_011926
S	Tco_011935
O	Tco_011940
P	Tco_011941
S	Tco_011953
C	Tco_011966
C	Tco_011967
U	Tco_011971
A	Tco_011974
L	Tco_012001
T	Tco_012012
V	Tco_012013
J	Tco_012014
GO	Tco_012015
P	Tco_012016
S	Tco_012017
TV	Tco_012018
C	Tco_012026
S	Tco_012027
DT	Tco_012029
TU	Tco_012030
O	Tco_012031
T	Tco_012032
UY	Tco_012033
S	Tco_012034
K	Tco_012035
U	Tco_012036
A	Tco_012037
S	Tco_012038
U	Tco_012039
S	Tco_012040
S	Tco_012041
S	Tco_012042
S	Tco_012043
I	Tco_012044
T	Tco_012045
G	Tco_012047
S	Tco_012049
J	Tco_012053
Q	Tco_012056
I	Tco_012058
I	Tco_012059
I	Tco_012061
I	Tco_012062
I	Tco_012063
I	Tco_012064
I	Tco_012065
I	Tco_012066
I	Tco_012067
I	Tco_012068
I	Tco_012069
I	Tco_012070
I	Tco_012071
I	Tco_012072
I	Tco_012073
I	Tco_012074
Q	Tco_012075
I	Tco_012076
I	Tco_012077
P	Tco_012078
K	Tco_012084
K	Tco_012086
O	Tco_012087
Q	Tco_012088
M	Tco_012090
K	Tco_012091
AT	Tco_012092
A	Tco_012093
O	Tco_012095
S	Tco_012096
S	Tco_012097
G	Tco_012099
S	Tco_012100
S	Tco_012101
Z	Tco_012103
D	Tco_012104
O	Tco_012105
T	Tco_012107
C	Tco_012111
T	Tco_012113
GM	Tco_012114
A	Tco_012115
S	Tco_012116
K	Tco_012117
S	Tco_012118
S	Tco_012119
K	Tco_012120
U	Tco_012121
S	Tco_012122
J	Tco_012123
E	Tco_012124
K	Tco_012125
K	Tco_012139
S	Tco_012140
S	Tco_012141
A	Tco_012142
A	Tco_012143
T	Tco_012144
T	Tco_012145
J	Tco_012146
L	Tco_012154
S	Tco_012161
J	Tco_012162
S	Tco_012166
P	Tco_012169
S	Tco_012171
Q	Tco_012174
P	Tco_012175
G	Tco_012178
O	Tco_012179
A	Tco_012183
G	Tco_012184
S	Tco_012185
S	Tco_012186
T	Tco_012188
DTUZ	Tco_012189
S	Tco_012190
J	Tco_012191
J	Tco_012192
S	Tco_012193
J	Tco_012194
S	Tco_012195
C	Tco_012196
H	Tco_012197
Q	Tco_012198
S	Tco_012199
Z	Tco_012200
E	Tco_012201
U	Tco_012202
J	Tco_012204
L	Tco_012205
J	Tco_012206
G	Tco_012207
S	Tco_012208
S	Tco_012211
S	Tco_012213
OT	Tco_012214
A	Tco_012215
U	Tco_012216
S	Tco_012217
T	Tco_012218
S	Tco_012220
A	Tco_012221
K	Tco_012225
O	Tco_012227
T	Tco_012229
O	Tco_012232
O	Tco_012233
S	Tco_012234
K	Tco_012236
S	Tco_012237
K	Tco_012238
P	Tco_012239
P	Tco_012240
A	Tco_012241
C	Tco_012242
T	Tco_012243
O	Tco_012244
JOT	Tco_012245
D	Tco_012246
A	Tco_012247
J	Tco_012248
S	Tco_012249
G	Tco_012251
D	Tco_012252
S	Tco_012253
P	Tco_012254
OP	Tco_012255
S	Tco_012256
S	Tco_012259
A	Tco_012260
Z	Tco_012261
C	Tco_012262
Z	Tco_012263
P	Tco_012264
S	Tco_012269
A	Tco_012270
E	Tco_012271
I	Tco_012275
U	Tco_012276
I	Tco_012277
I	Tco_012278
E	Tco_012279
S	Tco_012280
C	Tco_012281
U	Tco_012282
S	Tco_012283
PT	Tco_012287
S	Tco_012289
S	Tco_012290
A	Tco_012293
K	Tco_012294
BK	Tco_012295
J	Tco_012297
E	Tco_012298
E	Tco_012299
I	Tco_012300
S	Tco_012301
O	Tco_012302
A	Tco_012303
S	Tco_012304
T	Tco_012305
A	Tco_012307
U	Tco_012308
J	Tco_012309
C	Tco_012314
S	Tco_012315
Z	Tco_012318
PT	Tco_012320
Y	Tco_012321
S	Tco_012322
J	Tco_012323
C	Tco_012325
S	Tco_012326
H	Tco_012327
S	Tco_012328
DL	Tco_012329
D	Tco_012330
L	Tco_012331
KL	Tco_012332
S	Tco_012333
L	Tco_012334
S	Tco_012335
K	Tco_012336
S	Tco_012337
BK	Tco_012338
S	Tco_012339
L	Tco_012340
S	Tco_012342
G	Tco_012343
EF	Tco_012345
J	Tco_012346
A	Tco_012347
S	Tco_012348
O	Tco_012349
J	Tco_012352
T	Tco_012353
O	Tco_012354
O	Tco_012355
Z	Tco_012356
V	Tco_012357
U	Tco_012359
C	Tco_012360
U	Tco_012361
S	Tco_012362
B	Tco_012363
L	Tco_012364
O	Tco_012365
B	Tco_012367
TU	Tco_012368
L	Tco_012369
T	Tco_012370
G	Tco_012371
O	Tco_012372
T	Tco_012374
A	Tco_012375
S	Tco_012376
Z	Tco_012377
UY	Tco_012378
S	Tco_012379
C	Tco_012380
O	Tco_012381
O	Tco_012382
O	Tco_012384
Z	Tco_012387
S	Tco_012388
S	Tco_012389
A	Tco_012391
UY	Tco_012392
K	Tco_012393
S	Tco_012394
J	Tco_012395
C	Tco_012396
T	Tco_012398
DZ	Tco_012401
J	Tco_012403
F	Tco_012404
Z	Tco_012405
T	Tco_012407
D	Tco_012408
K	Tco_012409
S	Tco_012410
I	Tco_012411
S	Tco_012412
O	Tco_012413
K	Tco_012414
S	Tco_012415
T	Tco_012417
S	Tco_012418
O	Tco_012419
KT	Tco_012420
D	Tco_012422
D	Tco_012423
U	Tco_012424
S	Tco_012425
P	Tco_012426
E	Tco_012427
S	Tco_012429
A	Tco_012430
T	Tco_012431
BT	Tco_012432
L	Tco_012434
L	Tco_012436
S	Tco_012437
T	Tco_012438
O	Tco_012440
I	Tco_012441
S	Tco_012442
E	Tco_012444
D	Tco_012445
P	Tco_012447
C	Tco_012448
D	Tco_012449
J	Tco_012450
A	Tco_012451
U	Tco_012452
S	Tco_012453
A	Tco_012454
S	Tco_012455
S	Tco_012456
T	Tco_012457
A	Tco_012458
S	Tco_012459
K	Tco_012462
A	Tco_012467
S	Tco_012468
A	Tco_012469
K	Tco_012471
S	Tco_012502
Q	Tco_012503
I	Tco_012504
EG	Tco_012505
E	Tco_012506
S	Tco_012508
O	Tco_012509
T	Tco_012513
E	Tco_012515
Z	Tco_012516
S	Tco_012521
S	Tco_012522
S	Tco_012523
S	Tco_012524
G	Tco_012528
L	Tco_012529
K	Tco_012530
L	Tco_012532
O	Tco_012534
O	Tco_012536
C	Tco_012541
S	Tco_012542
F	Tco_012547
S	Tco_012548
T	Tco_012550
G	Tco_012551
T	Tco_012552
M	Tco_012553
S	Tco_012554
K	Tco_012555
U	Tco_012556
A	Tco_012557
K	Tco_012558
I	Tco_012559
B	Tco_012561
T	Tco_012565
T	Tco_012566
S	Tco_012567
S	Tco_012569
C	Tco_012570
S	Tco_012571
S	Tco_012573
J	Tco_012574
J	Tco_012575
O	Tco_012577
J	Tco_012579
IT	Tco_012580
S	Tco_012581
T	Tco_012582
S	Tco_012583
T	Tco_012584
DUZ	Tco_012586
S	Tco_012587
T	Tco_012588
O	Tco_012589
K	Tco_012590
S	Tco_012593
A	Tco_012594
KO	Tco_012595
S	Tco_012599
K	Tco_012600
Z	Tco_012602
Z	Tco_012603
E	Tco_012604
O	Tco_012606
F	Tco_012607
I	Tco_012608
S	Tco_012609
J	Tco_012610
P	Tco_012611
T	Tco_012612
TU	Tco_012613
S	Tco_012614
K	Tco_012617
S	Tco_012618
M	Tco_012619
M	Tco_012620
M	Tco_012622
S	Tco_012624
O	Tco_012625
E	Tco_012626
K	Tco_012627
S	Tco_012628
U	Tco_012632
U	Tco_012633
O	Tco_012634
S	Tco_012635
I	Tco_012636
I	Tco_012638
S	Tco_012639
L	Tco_012640
S	Tco_012641
O	Tco_012642
J	Tco_012643
U	Tco_012644
C	Tco_012645
S	Tco_012646
G	Tco_012647
S	Tco_012648
S	Tco_012652
S	Tco_012653
C	Tco_012654
H	Tco_012655
S	Tco_012656
C	Tco_012658
S	Tco_012660
K	Tco_012661
A	Tco_012662
K	Tco_012664
A	Tco_012665
S	Tco_012666
O	Tco_012667
K	Tco_012668
K	Tco_012669
T	Tco_012670
P	Tco_012673
P	Tco_012674
S	Tco_012675
DN	Tco_012676
S	Tco_012677
UY	Tco_012678
I	Tco_012679
F	Tco_012680
C	Tco_012680
A	Tco_012681
K	Tco_012685
B	Tco_012687
J	Tco_012688
DZ	Tco_012689
O	Tco_012693
P	Tco_012694
S	Tco_012695
S	Tco_012696
S	Tco_012697
D	Tco_012698
S	Tco_012700
A	Tco_012701
E	Tco_012702
J	Tco_012703
S	Tco_012704
U	Tco_012706
U	Tco_012707
A	Tco_012708
S	Tco_012709
M	Tco_012710
L	Tco_012711
T	Tco_012712
T	Tco_012713
O	Tco_012715
CO	Tco_012716
F	Tco_012717
T	Tco_012718
L	Tco_012719
K	Tco_012720
S	Tco_012722
O	Tco_012726
C	Tco_012727
O	Tco_012728
E	Tco_012729
S	Tco_012730
S	Tco_012731
O	Tco_012732
S	Tco_012733
S	Tco_012734
S	Tco_012735
S	Tco_012736
Z	Tco_012737
Z	Tco_012738
S	Tco_012739
EH	Tco_012740
K	Tco_012741
O	Tco_012743
O	Tco_012744
A	Tco_012749
U	Tco_012750
Q	Tco_012751
I	Tco_012752
S	Tco_012753
G	Tco_012757
T	Tco_012761
T	Tco_012762
T	Tco_012764
T	Tco_012767
T	Tco_012768
T	Tco_012769
S	Tco_012770
T	Tco_012772
F	Tco_012774
C	Tco_012774
T	Tco_012775
O	Tco_012776
Q	Tco_012777
S	Tco_012778
OT	Tco_012779
G	Tco_012781
G	Tco_012782
S	Tco_012783
T	Tco_012784
OT	Tco_012785
H	Tco_012786
H	Tco_012787
OT	Tco_012788
W	Tco_012789
S	Tco_012790
L	Tco_012791
S	Tco_012792
K	Tco_012793
I	Tco_012794
O	Tco_012795
Z	Tco_012796
S	Tco_012797
J	Tco_012798
O	Tco_012799
T	Tco_012800
T	Tco_012801
J	Tco_012802
S	Tco_012803
Z	Tco_012805
T	Tco_012807
S	Tco_012811
J	Tco_012812
J	Tco_012813
T	Tco_012814
J	Tco_012815
C	Tco_012816
V	Tco_012817
O	Tco_012818
O	Tco_012820
DT	Tco_012821
S	Tco_012823
L	Tco_012824
O	Tco_012826
S	Tco_012827
K	Tco_012829
K	Tco_012830
BT	Tco_012832
S	Tco_012835
DT	Tco_012836
E	Tco_012837
J	Tco_012839
S	Tco_012840
T	Tco_012841
I	Tco_012842
T	Tco_012843
S	Tco_012844
S	Tco_012846
G	Tco_012850
P	Tco_012851
S	Tco_012854
K	Tco_012855
T	Tco_012857
T	Tco_012859
EI	Tco_012860
U	Tco_012862
Z	Tco_012865
S	Tco_012866
K	Tco_012868
K	Tco_012870
F	Tco_012871
M	Tco_012873
T	Tco_012874
T	Tco_012875
U	Tco_012876
S	Tco_012877
O	Tco_012878
S	Tco_012879
S	Tco_012880
DZ	Tco_012884
S	Tco_012885
O	Tco_012886
S	Tco_012888
C	Tco_012890
T	Tco_012891
U	Tco_012892
S	Tco_012893
T	Tco_012894
O	Tco_012895
MO	Tco_012896
U	Tco_012898
MO	Tco_012900
Z	Tco_012901
T	Tco_012902
S	Tco_012903
S	Tco_012904
S	Tco_012905
S	Tco_012906
K	Tco_012907
S	Tco_012908
J	Tco_012910
DT	Tco_012911
O	Tco_012912
I	Tco_012913
C	Tco_012914
O	Tco_012916
D	Tco_012917
S	Tco_012921
S	Tco_012922
F	Tco_012924
F	Tco_012925
S	Tco_012926
S	Tco_012927
S	Tco_012928
Q	Tco_012930
O	Tco_012936
P	Tco_012937
S	Tco_012938
S	Tco_012939
E	Tco_012940
C	Tco_012941
U	Tco_012942
S	Tco_012944
C	Tco_012946
D	Tco_012947
O	Tco_012948
G	Tco_012949
O	Tco_012954
G	Tco_012969
I	Tco_012971
S	Tco_012972
U	Tco_012973
P	Tco_012974
S	Tco_012978
S	Tco_012979
PT	Tco_012980
J	Tco_012984
S	Tco_012985
S	Tco_012986
G	Tco_012989
G	Tco_012991
K	Tco_012993
K	Tco_012996
F	Tco_013000
T	Tco_013001
A	Tco_013002
S	Tco_013003
A	Tco_013004
U	Tco_013005
S	Tco_013006
A	Tco_013007
S	Tco_013008
J	Tco_013009
A	Tco_013010
K	Tco_013016
S	Tco_013018
L	Tco_013029
O	Tco_013031
Z	Tco_013032
S	Tco_013033
BD	Tco_013035
T	Tco_013037
S	Tco_013045
T	Tco_013076
T	Tco_013077
O	Tco_013086
T	Tco_013087
G	Tco_013088
O	Tco_013090
K	Tco_013091
S	Tco_013095
S	Tco_013096
S	Tco_013097
O	Tco_013098
S	Tco_013099
S	Tco_013100
S	Tco_013101
L	Tco_013102
O	Tco_013103
AT	Tco_013105
O	Tco_013107
K	Tco_013108
T	Tco_013110
S	Tco_013112
I	Tco_013113
U	Tco_013114
S	Tco_013115
S	Tco_013116
B	Tco_013118
E	Tco_013119
S	Tco_013121
I	Tco_013122
J	Tco_013123
S	Tco_013124
S	Tco_013125
T	Tco_013126
C	Tco_013127
G	Tco_013133
S	Tco_013134
S	Tco_013137
Q	Tco_013141
Q	Tco_013142
L	Tco_013144
L	Tco_013146
U	Tco_013148
U	Tco_013149
G	Tco_013153
A	Tco_013154
Z	Tco_013155
S	Tco_013157
U	Tco_013158
IT	Tco_013159
C	Tco_013160
C	Tco_013161
K	Tco_013162
S	Tco_013163
UY	Tco_013164
S	Tco_013166
L	Tco_013167
S	Tco_013169
K	Tco_013170
O	Tco_013171
T	Tco_013172
T	Tco_013175
S	Tco_013185
S	Tco_013186
H	Tco_013187
L	Tco_013188
Z	Tco_013192
T	Tco_013193
J	Tco_013194
DUZ	Tco_013195
I	Tco_013196
L	Tco_013197
Z	Tco_013198
J	Tco_013199
T	Tco_013205
S	Tco_013206
T	Tco_013208
S	Tco_013217
S	Tco_013218
S	Tco_013220
S	Tco_013222
C	Tco_013223
J	Tco_013224
S	Tco_013225
S	Tco_013227
A	Tco_013231
S	Tco_013232
S	Tco_013234
L	Tco_013235
U	Tco_013236
K	Tco_013244
K	Tco_013245
S	Tco_013249
P	Tco_013250
S	Tco_013262
S	Tco_013264
S	Tco_013267
Q	Tco_013281
Z	Tco_013285
K	Tco_013288
K	Tco_013290
L	Tco_013291
K	Tco_013292
K	Tco_013294
S	Tco_013296
K	Tco_013297
G	Tco_013299
G	Tco_013302
D	Tco_013305
A	Tco_013305
L	Tco_013306
J	Tco_013307
U	Tco_013308
E	Tco_013309
E	Tco_013311
IOT	Tco_013313
B	Tco_013314
J	Tco_013315
T	Tco_013316
U	Tco_013318
U	Tco_013319
Z	Tco_013320
U	Tco_013331
S	Tco_013334
S	Tco_013336
TU	Tco_013337
S	Tco_013338
S	Tco_013345
T	Tco_013346
T	Tco_013347
K	Tco_013350
K	Tco_013351
K	Tco_013353
L	Tco_013354
Q	Tco_013355
Q	Tco_013356
H	Tco_013357
L	Tco_013358
S	Tco_013359
S	Tco_013360
S	Tco_013367
S	Tco_013375
D	Tco_013376
J	Tco_013377
K	Tco_013378
K	Tco_013380
L	Tco_013382
S	Tco_013386
S	Tco_013389
DU	Tco_013390
S	Tco_013393
S	Tco_013400
Z	Tco_013402
O	Tco_013405
L	Tco_013407
S	Tco_013410
P	Tco_013411
S	Tco_013414
P	Tco_013422
S	Tco_013425
S	Tco_013426
S	Tco_013427
BK	Tco_013435
T	Tco_013437
Q	Tco_013439
I	Tco_013440
BD	Tco_013446
P	Tco_013464
C	Tco_013468
S	Tco_013472
P	Tco_013486
U	Tco_013488
E	Tco_013490
E	Tco_013491
L	Tco_013494
S	Tco_013496
O	Tco_013498
G	Tco_013501
S	Tco_013503
S	Tco_013504
L	Tco_013506
J	Tco_013507
J	Tco_013508
U	Tco_013510
S	Tco_013511
BK	Tco_013512
T	Tco_013514
T	Tco_013515
T	Tco_013517
S	Tco_013523
S	Tco_013526
O	Tco_013527
O	Tco_013528
S	Tco_013532
K	Tco_013537
AT	Tco_013541
S	Tco_013542
AT	Tco_013547
L	Tco_013551
S	Tco_013557
T	Tco_013562
U	Tco_013564
S	Tco_013565
T	Tco_013566
S	Tco_013568
O	Tco_013572
C	Tco_013582
L	Tco_013587
L	Tco_013588
L	Tco_013589
L	Tco_013599
G	Tco_013602
L	Tco_013607
P	Tco_013608
T	Tco_013609
T	Tco_013610
T	Tco_013619
T	Tco_013620
T	Tco_013621
L	Tco_013622
O	Tco_013623
I	Tco_013624
L	Tco_013625
T	Tco_013628
T	Tco_013629
P	Tco_013631
P	Tco_013634
IT	Tco_013635
K	Tco_013636
EPT	Tco_013644
EPT	Tco_013645
E	Tco_013648
BK	Tco_013667
S	Tco_013668
S	Tco_013671
S	Tco_013672
S	Tco_013673
S	Tco_013674
S	Tco_013675
S	Tco_013681
S	Tco_013683
A	Tco_013690
A	Tco_013691
S	Tco_013695
K	Tco_013696
K	Tco_013699
K	Tco_013700
K	Tco_013701
S	Tco_013706
U	Tco_013710
S	Tco_013712
S	Tco_013714
T	Tco_013715
T	Tco_013716
IT	Tco_013717
K	Tco_013720
K	Tco_013722
S	Tco_013723
T	Tco_013726
S	Tco_013727
S	Tco_013728
Q	Tco_013731
J	Tco_013732
U	Tco_013733
K	Tco_013734
P	Tco_013735
Q	Tco_013736
Q	Tco_013737
I	Tco_013738
I	Tco_013740
T	Tco_013745
T	Tco_013746
S	Tco_013757
O	Tco_013776
L	Tco_013781
T	Tco_013782
S	Tco_013783
Q	Tco_013784
T	Tco_013785
S	Tco_013786
Q	Tco_013787
G	Tco_013788
S	Tco_013800
S	Tco_013801
T	Tco_013802
W	Tco_013803
T	Tco_013805
E	Tco_013806
E	Tco_013807
TZ	Tco_013812
TZ	Tco_013813
TZ	Tco_013814
L	Tco_013819
I	Tco_013821
U	Tco_013822
U	Tco_013823
TZ	Tco_013825
TZ	Tco_013826
S	Tco_013827
S	Tco_013828
S	Tco_013829
P	Tco_013832
P	Tco_013834
K	Tco_013836
K	Tco_013838
U	Tco_013843
U	Tco_013846
G	Tco_013848
Z	Tco_013854
T	Tco_013855
Z	Tco_013857
A	Tco_013863
A	Tco_013864
A	Tco_013865
P	Tco_013866
T	Tco_013871
O	Tco_013872
D	Tco_013873
PT	Tco_013874
PT	Tco_013875
T	Tco_013876
P	Tco_013878
P	Tco_013880
Q	Tco_013883
S	Tco_013884
Q	Tco_013885
S	Tco_013886
I	Tco_013887
P	Tco_013893
V	Tco_013894
P	Tco_013895
V	Tco_013896
S	Tco_013903
S	Tco_013906
A	Tco_013908
W	Tco_013909
S	Tco_013910
S	Tco_013911
W	Tco_013912
A	Tco_013913
U	Tco_013915
DZ	Tco_013916
C	Tco_013917
