KEGG	Genes
ko01100	Tco_001377
ko03022	Tco_001388
ko05169	Tco_001388
ko05203	Tco_001388
ko03013	Tco_001391
ko03040	Tco_001391
ko03013	Tco_001393
ko04624	Tco_001394
ko04144	Tco_001400
ko04666	Tco_001400
ko04810	Tco_001400
ko05100	Tco_001400
ko05130	Tco_001400
ko05131	Tco_001400
ko05132	Tco_001400
ko03013	Tco_001410
ko05200	Tco_001410
ko05216	Tco_001410
ko04918	Tco_001413
ko04978	Tco_001413
ko03010	Tco_001419
ko04144	Tco_001421
ko03008	Tco_001422
ko04919	Tco_001438
ko04136	Tco_001439
ko04137	Tco_001439
ko04138	Tco_001439
ko04140	Tco_001439
ko04211	Tco_001439
ko04213	Tco_001439
ko04216	Tco_001439
ko04621	Tco_001439
ko04622	Tco_001439
ko05131	Tco_001439
ko00900	Tco_001440
ko01110	Tco_001440
ko00410	Tco_001442
ko00640	Tco_001442
ko01100	Tco_001442
ko04146	Tco_001442
ko04152	Tco_001442
ko00071	Tco_001443
ko00072	Tco_001443
ko00280	Tco_001443
ko00310	Tco_001443
ko00362	Tco_001443
ko00380	Tco_001443
ko00620	Tco_001443
ko00630	Tco_001443
ko00640	Tco_001443
ko00650	Tco_001443
ko00720	Tco_001443
ko00900	Tco_001443
ko01100	Tco_001443
ko01110	Tco_001443
ko01120	Tco_001443
ko01130	Tco_001443
ko01200	Tco_001443
ko01212	Tco_001443
ko02020	Tco_001443
ko00030	Tco_001444
ko01100	Tco_001444
ko01110	Tco_001444
ko01120	Tco_001444
ko01130	Tco_001444
ko01200	Tco_001444
ko00030	Tco_001445
ko01100	Tco_001445
ko01110	Tco_001445
ko01120	Tco_001445
ko01130	Tco_001445
ko01200	Tco_001445
ko04010	Tco_001447
ko04013	Tco_001447
ko04624	Tco_001447
ko04912	Tco_001447
ko04120	Tco_001448
ko04141	Tco_001448
ko05012	Tco_001448
ko00190	Tco_001451
ko01100	Tco_001451
ko04714	Tco_001451
ko05010	Tco_001451
ko05012	Tco_001451
ko05016	Tco_001451
ko04144	Tco_001452
ko03022	Tco_001453
ko03420	Tco_001453
ko05203	Tco_001453
ko04919	Tco_001454
ko04974	Tco_001454
ko04140	Tco_001455
ko04142	Tco_001455
ko04145	Tco_001455
ko04210	Tco_001455
ko04612	Tco_001455
ko05205	Tco_001455
ko05323	Tco_001455
ko05418	Tco_001455
ko04140	Tco_001456
ko04142	Tco_001456
ko04145	Tco_001456
ko04210	Tco_001456
ko04612	Tco_001456
ko05205	Tco_001456
ko05323	Tco_001456
ko05418	Tco_001456
ko04140	Tco_001457
ko04142	Tco_001457
ko04145	Tco_001457
ko04210	Tco_001457
ko04612	Tco_001457
ko05205	Tco_001457
ko05323	Tco_001457
ko05418	Tco_001457
ko04140	Tco_001458
ko04142	Tco_001458
ko04145	Tco_001458
ko04210	Tco_001458
ko04612	Tco_001458
ko05205	Tco_001458
ko05323	Tco_001458
ko05418	Tco_001458
ko04140	Tco_001459
ko04142	Tco_001459
ko04145	Tco_001459
ko04210	Tco_001459
ko04612	Tco_001459
ko05205	Tco_001459
ko05323	Tco_001459
ko05418	Tco_001459
ko04140	Tco_001461
ko04142	Tco_001461
ko04145	Tco_001461
ko04210	Tco_001461
ko04612	Tco_001461
ko05205	Tco_001461
ko05323	Tco_001461
ko05418	Tco_001461
ko04140	Tco_001462
ko04142	Tco_001462
ko04145	Tco_001462
ko04210	Tco_001462
ko04612	Tco_001462
ko05205	Tco_001462
ko05323	Tco_001462
ko05418	Tco_001462
ko03030	Tco_001464
ko04110	Tco_001464
ko04111	Tco_001464
ko04113	Tco_001464
ko03030	Tco_001466
ko04110	Tco_001466
ko04111	Tco_001466
ko04113	Tco_001466
ko04140	Tco_001467
ko04142	Tco_001467
ko04145	Tco_001467
ko04210	Tco_001467
ko04612	Tco_001467
ko05205	Tco_001467
ko05323	Tco_001467
ko05418	Tco_001467
ko04933	Tco_001468
ko00071	Tco_001470
ko00072	Tco_001470
ko00280	Tco_001470
ko00310	Tco_001470
ko00362	Tco_001470
ko00380	Tco_001470
ko00620	Tco_001470
ko00630	Tco_001470
ko00640	Tco_001470
ko00650	Tco_001470
ko00720	Tco_001470
ko00900	Tco_001470
ko01100	Tco_001470
ko01110	Tco_001470
ko01120	Tco_001470
ko01130	Tco_001470
ko01200	Tco_001470
ko01212	Tco_001470
ko02020	Tco_001470
ko04144	Tco_001471
ko04217	Tco_001471
ko04714	Tco_001472
ko04714	Tco_001482
ko00310	Tco_001483
ko01100	Tco_001483
ko01110	Tco_001483
ko01130	Tco_001483
ko03008	Tco_001486
ko00982	Tco_001488
ko01120	Tco_001488
ko05164	Tco_001490
ko03022	Tco_001498
ko05231	Tco_001499
ko04146	Tco_001506
ko01524	Tco_001507
ko04010	Tco_001507
ko04013	Tco_001507
ko04071	Tco_001507
ko04141	Tco_001507
ko04210	Tco_001507
ko04214	Tco_001507
ko04530	Tco_001507
ko04668	Tco_001507
ko04714	Tco_001507
ko04722	Tco_001507
ko04932	Tco_001507
ko05014	Tco_001507
ko05418	Tco_001507
ko00350	Tco_001508
ko00643	Tco_001508
ko01100	Tco_001508
ko01120	Tco_001508
ko00350	Tco_001509
ko00643	Tco_001509
ko01100	Tco_001509
ko01120	Tco_001509
ko03010	Tco_001516
ko04140	Tco_001519
ko04142	Tco_001519
ko04145	Tco_001519
ko04210	Tco_001519
ko04612	Tco_001519
ko05205	Tco_001519
ko05323	Tco_001519
ko05418	Tco_001519
ko04140	Tco_001520
ko04142	Tco_001520
ko04145	Tco_001520
ko04210	Tco_001520
ko04612	Tco_001520
ko05205	Tco_001520
ko05323	Tco_001520
ko05418	Tco_001520
ko04140	Tco_001521
ko04142	Tco_001521
ko04145	Tco_001521
ko04210	Tco_001521
ko04612	Tco_001521
ko05205	Tco_001521
ko05323	Tco_001521
ko05418	Tco_001521
ko04150	Tco_001524
ko04310	Tco_001524
ko04390	Tco_001524
ko04550	Tco_001524
ko04916	Tco_001524
ko04934	Tco_001524
ko05165	Tco_001524
ko05166	Tco_001524
ko05200	Tco_001524
ko05205	Tco_001524
ko05217	Tco_001524
ko05224	Tco_001524
ko05225	Tco_001524
ko05226	Tco_001524
ko04014	Tco_001532
ko04015	Tco_001532
ko04024	Tco_001532
ko04520	Tco_001532
ko04530	Tco_001532
ko04670	Tco_001532
ko04120	Tco_001535
ko04137	Tco_001535
ko04141	Tco_001535
ko05012	Tco_001535
ko01100	Tco_001537
ko01524	Tco_001537
ko03460	Tco_001537
ko04142	Tco_001558
ko00601	Tco_001565
ko01100	Tco_001565
ko04070	Tco_001567
ko01524	Tco_001570
ko03440	Tco_001570
ko03460	Tco_001570
ko04120	Tco_001570
ko04151	Tco_001570
ko05206	Tco_001570
ko05224	Tco_001570
ko04530	Tco_001578
ko03440	Tco_001580
ko03010	Tco_001581
ko04962	Tco_001582
ko05016	Tco_001582
ko00062	Tco_001583
ko01100	Tco_001583
ko01212	Tco_001583
ko01524	Tco_001588
ko03430	Tco_001588
ko03460	Tco_001588
ko05200	Tco_001588
ko05210	Tco_001588
ko05213	Tco_001588
ko05226	Tco_001588
ko04141	Tco_001589
ko00190	Tco_001591
ko01100	Tco_001591
ko04714	Tco_001591
ko04723	Tco_001591
ko04932	Tco_001591
ko05010	Tco_001591
ko05012	Tco_001591
ko05016	Tco_001591
ko00020	Tco_001592
ko00720	Tco_001592
ko01100	Tco_001592
ko01110	Tco_001592
ko01120	Tco_001592
ko01130	Tco_001592
ko03013	Tco_001593
ko05418	Tco_001593
ko03013	Tco_001598
ko00600	Tco_001604
ko01100	Tco_001604
ko04071	Tco_001604
ko00600	Tco_001605
ko01100	Tco_001605
ko04071	Tco_001605
ko00220	Tco_001609
ko00250	Tco_001609
ko00710	Tco_001609
ko01100	Tco_001609
ko01120	Tco_001609
ko01200	Tco_001609
ko01210	Tco_001609
ko01230	Tco_001609
ko04015	Tco_001611
ko04145	Tco_001611
ko04210	Tco_001611
ko04390	Tco_001611
ko04391	Tco_001611
ko04510	Tco_001611
ko04520	Tco_001611
ko04530	Tco_001611
ko04611	Tco_001611
ko04670	Tco_001611
ko04714	Tco_001611
ko04745	Tco_001611
ko04810	Tco_001611
ko04919	Tco_001611
ko04921	Tco_001611
ko05100	Tco_001611
ko05110	Tco_001611
ko05130	Tco_001611
ko05131	Tco_001611
ko05132	Tco_001611
ko05164	Tco_001611
ko05205	Tco_001611
ko05225	Tco_001611
ko05410	Tco_001611
ko05412	Tco_001611
ko05414	Tco_001611
ko05416	Tco_001611
ko05418	Tco_001611
ko04015	Tco_001612
ko04145	Tco_001612
ko04210	Tco_001612
ko04390	Tco_001612
ko04391	Tco_001612
ko04510	Tco_001612
ko04520	Tco_001612
ko04530	Tco_001612
ko04611	Tco_001612
ko04670	Tco_001612
ko04714	Tco_001612
ko04745	Tco_001612
ko04810	Tco_001612
ko04919	Tco_001612
ko04921	Tco_001612
ko05100	Tco_001612
ko05110	Tco_001612
ko05130	Tco_001612
ko05131	Tco_001612
ko05132	Tco_001612
ko05164	Tco_001612
ko05205	Tco_001612
ko05225	Tco_001612
ko05410	Tco_001612
ko05412	Tco_001612
ko05414	Tco_001612
ko05416	Tco_001612
ko05418	Tco_001612
ko00590	Tco_001613
ko01100	Tco_001613
ko03010	Tco_001617
ko00520	Tco_001625
ko00562	Tco_001627
ko01100	Tco_001627
ko01521	Tco_001627
ko04012	Tco_001627
ko04014	Tco_001627
ko04015	Tco_001627
ko04020	Tco_001627
ko04064	Tco_001627
ko04066	Tco_001627
ko04070	Tco_001627
ko04072	Tco_001627
ko04360	Tco_001627
ko04370	Tco_001627
ko04650	Tco_001627
ko04658	Tco_001627
ko04659	Tco_001627
ko04660	Tco_001627
ko04664	Tco_001627
ko04666	Tco_001627
ko04670	Tco_001627
ko04722	Tco_001627
ko04750	Tco_001627
ko04919	Tco_001627
ko04933	Tco_001627
ko05110	Tco_001627
ko05120	Tco_001627
ko05167	Tco_001627
ko05169	Tco_001627
ko05200	Tco_001627
ko05205	Tco_001627
ko05206	Tco_001627
ko05214	Tco_001627
ko05223	Tco_001627
ko05225	Tco_001627
ko05231	Tco_001627
ko04141	Tco_001633
ko03015	Tco_001635
ko04970	Tco_001636
ko01522	Tco_001639
ko04919	Tco_001639
ko03320	Tco_001642
ko00072	Tco_001643
ko00650	Tco_001643
ko00830	Tco_001643
ko01100	Tco_001643
ko04144	Tco_001646
ko04728	Tco_001646
ko00140	Tco_001649
ko00830	Tco_001649
ko01100	Tco_001649
ko00140	Tco_001650
ko00830	Tco_001650
ko01100	Tco_001650
ko00072	Tco_001651
ko00140	Tco_001651
ko00650	Tco_001651
ko00830	Tco_001651
ko01100	Tco_001651
ko00072	Tco_001652
ko00140	Tco_001652
ko00650	Tco_001652
ko00830	Tco_001652
ko01100	Tco_001652
ko00140	Tco_001654
ko00830	Tco_001654
ko01100	Tco_001654
ko04080	Tco_001665
ko04270	Tco_001665
ko04934	Tco_001665
ko04961	Tco_001665
ko04142	Tco_001670
ko04142	Tco_001671
ko03410	Tco_001674
ko04210	Tco_001674
ko04212	Tco_001674
ko04214	Tco_001674
ko04217	Tco_001674
ko00565	Tco_001683
ko00600	Tco_001683
ko01100	Tco_001683
ko00565	Tco_001686
ko00600	Tco_001686
ko01100	Tco_001686
ko00565	Tco_001687
ko00600	Tco_001687
ko01100	Tco_001687
ko04080	Tco_001690
ko04380	Tco_001690
ko04934	Tco_001690
ko04080	Tco_001692
ko04380	Tco_001692
ko04934	Tco_001692
ko03013	Tco_001700
ko00563	Tco_001714
ko01100	Tco_001714
ko00562	Tco_001721
ko01100	Tco_001721
ko04011	Tco_001721
ko04070	Tco_001721
ko04072	Tco_001721
ko04139	Tco_001721
ko04144	Tco_001721
ko04666	Tco_001721
ko04810	Tco_001721
ko05231	Tco_001721
ko04390	Tco_001738
ko04391	Tco_001738
ko04392	Tco_001738
ko04141	Tco_001741
ko04013	Tco_001742
ko04330	Tco_001744
ko04110	Tco_001745
ko00052	Tco_001749
ko00511	Tco_001749
ko00531	Tco_001749
ko00600	Tco_001749
ko00604	Tco_001749
ko01100	Tco_001749
ko04142	Tco_001749
ko00052	Tco_001750
ko00511	Tco_001750
ko00531	Tco_001750
ko00600	Tco_001750
ko00604	Tco_001750
ko01100	Tco_001750
ko04142	Tco_001750
ko00052	Tco_001751
ko00511	Tco_001751
ko00531	Tco_001751
ko00600	Tco_001751
ko00604	Tco_001751
ko01100	Tco_001751
ko04142	Tco_001751
ko00052	Tco_001752
ko00511	Tco_001752
ko00531	Tco_001752
ko00600	Tco_001752
ko00604	Tco_001752
ko01100	Tco_001752
ko04142	Tco_001752
ko04142	Tco_001754
ko04145	Tco_001754
ko04913	Tco_001754
ko04925	Tco_001754
ko04927	Tco_001754
ko04934	Tco_001754
ko04975	Tco_001754
ko04976	Tco_001754
ko04977	Tco_001754
ko04979	Tco_001754
ko05160	Tco_001754
ko00740	Tco_001757
ko01100	Tco_001757
ko04142	Tco_001757
ko04144	Tco_001757
ko00512	Tco_001758
ko01100	Tco_001758
ko05206	Tco_001759
ko04977	Tco_001761
ko03022	Tco_001762
ko03420	Tco_001762
ko00910	Tco_001775
ko04024	Tco_001779
ko04080	Tco_001779
ko04726	Tco_001779
ko04742	Tco_001779
ko00740	Tco_001793
ko01100	Tco_001793
ko04142	Tco_001793
ko00740	Tco_001795
ko01100	Tco_001795
ko04142	Tco_001795
ko04371	Tco_001796
ko05034	Tco_001796
ko05165	Tco_001796
ko05169	Tco_001796
ko05203	Tco_001796
ko01522	Tco_001799
ko04015	Tco_001799
ko04020	Tco_001799
ko04024	Tco_001799
ko04072	Tco_001799
ko04261	Tco_001799
ko04270	Tco_001799
ko04540	Tco_001799
ko04611	Tco_001799
ko04713	Tco_001799
ko04714	Tco_001799
ko04724	Tco_001799
ko04726	Tco_001799
ko04728	Tco_001799
ko04730	Tco_001799
ko04750	Tco_001799
ko04911	Tco_001799
ko04912	Tco_001799
ko04913	Tco_001799
ko04915	Tco_001799
ko04916	Tco_001799
ko04918	Tco_001799
ko04921	Tco_001799
ko04922	Tco_001799
ko04923	Tco_001799
ko04924	Tco_001799
ko04925	Tco_001799
ko04926	Tco_001799
ko04927	Tco_001799
ko04934	Tco_001799
ko04961	Tco_001799
ko04962	Tco_001799
ko04970	Tco_001799
ko04971	Tco_001799
ko04972	Tco_001799
ko04976	Tco_001799
ko05030	Tco_001799
ko05031	Tco_001799
ko05032	Tco_001799
ko05034	Tco_001799
ko05110	Tco_001799
ko05142	Tco_001799
ko05146	Tco_001799
ko05165	Tco_001799
ko05200	Tco_001799
ko05414	Tco_001799
ko03013	Tco_001800
ko04150	Tco_001800
ko04015	Tco_001811
ko04062	Tco_001811
ko04080	Tco_001811
ko04144	Tco_001811
ko04360	Tco_001811
ko04390	Tco_001811
ko04391	Tco_001811
ko04520	Tco_001811
ko04530	Tco_001811
ko05165	Tco_001811
ko03030	Tco_001812
ko03420	Tco_001812
ko03430	Tco_001812
ko03440	Tco_001812
ko03460	Tco_001812
ko04146	Tco_001814
ko04142	Tco_001821
ko04216	Tco_001821
ko04978	Tco_001821
ko04977	Tco_001823
ko04977	Tco_001825
ko00512	Tco_001828
ko01100	Tco_001828
ko00512	Tco_001831
ko01100	Tco_001831
ko00240	Tco_001832
ko00983	Tco_001832
ko01100	Tco_001832
ko04070	Tco_001836
ko04138	Tco_001836
ko03410	Tco_001858
ko04210	Tco_001858
ko04212	Tco_001858
ko04214	Tco_001858
ko04217	Tco_001858
ko00520	Tco_001860
ko01100	Tco_001860
ko03050	Tco_001863
ko05169	Tco_001863
ko00620	Tco_001864
ko00680	Tco_001864
ko00720	Tco_001864
ko01100	Tco_001864
ko01120	Tco_001864
ko01200	Tco_001864
ko00620	Tco_001866
ko00680	Tco_001866
ko00720	Tco_001866
ko01100	Tco_001866
ko01120	Tco_001866
ko01200	Tco_001866
ko00620	Tco_001875
ko00680	Tco_001875
ko00720	Tco_001875
ko01100	Tco_001875
ko01120	Tco_001875
ko01200	Tco_001875
ko00620	Tco_001876
ko00680	Tco_001876
ko00720	Tco_001876
ko01100	Tco_001876
ko01120	Tco_001876
ko01200	Tco_001876
ko00620	Tco_001877
ko00680	Tco_001877
ko00720	Tco_001877
ko01100	Tco_001877
ko01120	Tco_001877
ko01200	Tco_001877
ko00520	Tco_001878
ko01100	Tco_001878
ko03440	Tco_001879
ko03460	Tco_001879
ko03018	Tco_001884
ko00910	Tco_001885
ko04142	Tco_001889
ko03008	Tco_001895
ko03013	Tco_001895
ko00740	Tco_001905
ko01100	Tco_001905
ko04142	Tco_001905
ko04136	Tco_001909
ko04137	Tco_001909
ko04138	Tco_001909
ko04140	Tco_001909
ko04136	Tco_001910
ko04137	Tco_001910
ko04138	Tco_001910
ko04140	Tco_001910
ko05166	Tco_001911
ko00340	Tco_001914
ko00670	Tco_001914
ko01100	Tco_001914
ko00983	Tco_001916
ko00983	Tco_001918
ko00740	Tco_001919
ko01100	Tco_001919
ko04142	Tco_001919
ko03018	Tco_001923
ko04214	Tco_001924
ko00533	Tco_001926
ko04514	Tco_001930
ko04514	Tco_001931
ko04151	Tco_001932
ko04510	Tco_001932
ko04512	Tco_001932
ko05145	Tco_001932
ko05146	Tco_001932
ko05165	Tco_001932
ko05200	Tco_001932
ko05222	Tco_001932
ko00260	Tco_001935
ko00860	Tco_001935
ko01100	Tco_001935
ko01110	Tco_001935
ko04120	Tco_001936
ko04624	Tco_001936
ko04152	Tco_001940
ko04211	Tco_001940
ko04920	Tco_001940
ko04932	Tco_001940
ko04921	Tco_001941
ko04925	Tco_001941
ko04062	Tco_001948
ko04140	Tco_001948
ko04270	Tco_001948
ko04621	Tco_001948
ko04666	Tco_001948
ko04722	Tco_001948
ko04750	Tco_001948
ko04912	Tco_001948
ko04915	Tco_001948
ko04930	Tco_001948
ko04931	Tco_001948
ko04933	Tco_001948
ko04011	Tco_001951
ko04014	Tco_001951
ko04015	Tco_001951
ko04022	Tco_001951
ko04024	Tco_001951
ko04062	Tco_001951
ko04071	Tco_001951
ko04072	Tco_001951
ko04144	Tco_001951
ko04150	Tco_001951
ko04270	Tco_001951
ko04310	Tco_001951
ko04350	Tco_001951
ko04360	Tco_001951
ko04510	Tco_001951
ko04520	Tco_001951
ko04530	Tco_001951
ko04611	Tco_001951
ko04621	Tco_001951
ko04660	Tco_001951
ko04670	Tco_001951
ko04722	Tco_001951
ko04810	Tco_001951
ko04921	Tco_001951
ko04972	Tco_001951
ko05100	Tco_001951
ko05130	Tco_001951
ko05133	Tco_001951
ko05152	Tco_001951
ko05200	Tco_001951
ko05203	Tco_001951
ko05205	Tco_001951
ko05206	Tco_001951
ko05210	Tco_001951
ko05418	Tco_001951
ko00310	Tco_001955
ko03013	Tco_001985
ko03030	Tco_001986
ko04110	Tco_001986
ko04111	Tco_001986
ko04113	Tco_001986
ko00601	Tco_001988
ko01100	Tco_001988
ko00532	Tco_001989
ko00534	Tco_001989
ko01100	Tco_001989
ko04145	Tco_001997
ko04210	Tco_001997
ko04530	Tco_001997
ko04540	Tco_001997
ko05130	Tco_001997
ko02010	Tco_001999
ko04146	Tco_001999
ko03018	Tco_002000
ko03040	Tco_002000
ko03013	Tco_002005
ko04141	Tco_002005
ko04150	Tco_002005
ko00450	Tco_002007
ko01100	Tco_002007
ko02010	Tco_002009
ko04976	Tco_002009
ko05206	Tco_002009
ko05226	Tco_002009
ko02010	Tco_002010
ko04976	Tco_002010
ko05206	Tco_002010
ko05226	Tco_002010
ko02010	Tco_002011
ko04976	Tco_002011
ko05206	Tco_002011
ko05226	Tco_002011
ko02010	Tco_002012
ko04976	Tco_002012
ko05206	Tco_002012
ko05226	Tco_002012
ko02010	Tco_002013
ko04976	Tco_002013
ko05206	Tco_002013
ko05226	Tco_002013
ko02010	Tco_002014
ko04976	Tco_002014
ko05206	Tco_002014
ko05226	Tco_002014
ko02010	Tco_002017
ko04976	Tco_002017
ko05206	Tco_002017
ko05226	Tco_002017
ko02010	Tco_002018
ko04976	Tco_002018
ko05206	Tco_002018
ko05226	Tco_002018
ko02010	Tco_002019
ko04976	Tco_002019
ko05206	Tco_002019
ko05226	Tco_002019
ko02010	Tco_002020
ko04976	Tco_002020
ko05206	Tco_002020
ko05226	Tco_002020
ko02010	Tco_002021
ko04976	Tco_002021
ko05206	Tco_002021
ko05226	Tco_002021
ko02010	Tco_002022
ko04976	Tco_002022
ko05206	Tco_002022
ko05226	Tco_002022
ko02010	Tco_002023
ko04976	Tco_002023
ko05206	Tco_002023
ko05226	Tco_002023
ko02010	Tco_002025
ko04976	Tco_002025
ko05206	Tco_002025
ko05226	Tco_002025
ko02010	Tco_002027
ko04976	Tco_002027
ko05206	Tco_002027
ko05226	Tco_002027
ko02010	Tco_002028
ko04976	Tco_002028
ko05206	Tco_002028
ko05226	Tco_002028
ko02010	Tco_002029
ko04976	Tco_002029
ko05206	Tco_002029
ko05226	Tco_002029
ko02010	Tco_002030
ko04976	Tco_002030
ko05206	Tco_002030
ko05226	Tco_002030
ko02010	Tco_002032
ko04976	Tco_002032
ko05206	Tco_002032
ko05226	Tco_002032
ko02010	Tco_002033
ko04976	Tco_002033
ko05206	Tco_002033
ko05226	Tco_002033
ko02010	Tco_002034
ko04976	Tco_002034
ko05206	Tco_002034
ko05226	Tco_002034
ko03050	Tco_002039
ko00970	Tco_002041
ko03050	Tco_002044
ko05169	Tco_002044
ko00230	Tco_002045
ko01522	Tco_002045
ko04015	Tco_002045
ko04020	Tco_002045
ko04022	Tco_002045
ko04024	Tco_002045
ko04062	Tco_002045
ko04072	Tco_002045
ko04114	Tco_002045
ko04211	Tco_002045
ko04213	Tco_002045
ko04261	Tco_002045
ko04270	Tco_002045
ko04371	Tco_002045
ko04540	Tco_002045
ko04611	Tco_002045
ko04713	Tco_002045
ko04714	Tco_002045
ko04720	Tco_002045
ko04723	Tco_002045
ko04724	Tco_002045
ko04725	Tco_002045
ko04727	Tco_002045
ko04750	Tco_002045
ko04911	Tco_002045
ko04912	Tco_002045
ko04913	Tco_002045
ko04914	Tco_002045
ko04915	Tco_002045
ko04916	Tco_002045
ko04918	Tco_002045
ko04921	Tco_002045
ko04923	Tco_002045
ko04925	Tco_002045
ko04926	Tco_002045
ko04927	Tco_002045
ko04934	Tco_002045
ko04970	Tco_002045
ko04971	Tco_002045
ko04972	Tco_002045
ko04976	Tco_002045
ko05032	Tco_002045
ko05142	Tco_002045
ko05146	Tco_002045
ko05166	Tco_002045
ko05200	Tco_002045
ko05414	Tco_002045
ko05168	Tco_002049
ko04015	Tco_002051
ko04925	Tco_002051
ko04144	Tco_002059
ko04622	Tco_002062
ko03018	Tco_002064
ko04910	Tco_002074
ko04144	Tco_002083
ko04137	Tco_002091
ko04138	Tco_002091
ko04140	Tco_002091
ko04144	Tco_002091
ko04145	Tco_002091
ko05132	Tco_002091
ko05146	Tco_002091
ko05152	Tco_002091
ko04139	Tco_002104
ko04214	Tco_002104
ko04217	Tco_002104
ko04621	Tco_002104
ko04668	Tco_002104
ko00601	Tco_002105
ko00603	Tco_002105
ko01100	Tco_002105
ko00601	Tco_002106
ko00603	Tco_002106
ko01100	Tco_002106
ko00601	Tco_002107
ko00603	Tco_002107
ko01100	Tco_002107
ko00601	Tco_002108
ko00603	Tco_002108
ko01100	Tco_002108
ko00601	Tco_002109
ko00603	Tco_002109
ko01100	Tco_002109
ko00601	Tco_002110
ko00603	Tco_002110
ko01100	Tco_002110
ko00601	Tco_002111
ko00603	Tco_002111
ko01100	Tco_002111
ko00601	Tco_002112
ko00603	Tco_002112
ko01100	Tco_002112
ko00533	Tco_002113
ko00190	Tco_002114
ko01100	Tco_002114
ko04714	Tco_002114
ko04723	Tco_002114
ko04932	Tco_002114
ko05010	Tco_002114
ko05012	Tco_002114
ko05016	Tco_002114
ko04727	Tco_002119
ko00970	Tco_002122
ko03010	Tco_002123
ko00515	Tco_002125
ko01100	Tco_002125
ko00260	Tco_002129
ko00630	Tco_002129
ko00670	Tco_002129
ko01100	Tco_002129
ko01110	Tco_002129
ko01130	Tco_002129
ko01200	Tco_002129
ko03030	Tco_002134
ko04214	Tco_002136
ko04390	Tco_002136
ko04391	Tco_002136
ko04392	Tco_002136
ko03015	Tco_002141
ko04530	Tco_002141
ko05165	Tco_002148
ko00564	Tco_002151
ko00565	Tco_002151
ko01100	Tco_002151
ko01110	Tco_002151
ko04714	Tco_002151
ko00564	Tco_002152
ko00565	Tco_002152
ko01100	Tco_002152
ko01110	Tco_002152
ko04714	Tco_002152
ko00040	Tco_002165
ko00053	Tco_002165
ko00140	Tco_002165
ko00565	Tco_002165
ko00600	Tco_002165
ko00830	Tco_002165
ko00860	Tco_002165
ko00980	Tco_002165
ko00982	Tco_002165
ko00983	Tco_002165
ko01100	Tco_002165
ko01110	Tco_002165
ko05204	Tco_002165
ko00040	Tco_002166
ko00053	Tco_002166
ko00140	Tco_002166
ko00565	Tco_002166
ko00600	Tco_002166
ko00830	Tco_002166
ko00860	Tco_002166
ko00980	Tco_002166
ko00982	Tco_002166
ko00983	Tco_002166
ko01100	Tco_002166
ko01110	Tco_002166
ko05204	Tco_002166
ko00040	Tco_002169
ko00053	Tco_002169
ko00140	Tco_002169
ko00830	Tco_002169
ko00860	Tco_002169
ko00980	Tco_002169
ko00982	Tco_002169
ko00983	Tco_002169
ko01100	Tco_002169
ko01110	Tco_002169
ko05204	Tco_002169
ko00565	Tco_002169
ko00600	Tco_002169
ko00040	Tco_002170
ko00053	Tco_002170
ko00140	Tco_002170
ko00565	Tco_002170
ko00600	Tco_002170
ko00830	Tco_002170
ko00860	Tco_002170
ko00980	Tco_002170
ko00982	Tco_002170
ko00983	Tco_002170
ko01100	Tco_002170
ko01110	Tco_002170
ko05204	Tco_002170
ko04910	Tco_002173
ko00970	Tco_002176
ko00100	Tco_002181
ko00140	Tco_002181
